"catalogNumber","scientificName","country","locality","minimumAltitudeInMeters","eventDate","recordedBy","otherCatalogNumbers","specimen_image","cover_image","cover_barcode","sheet_type","latitude","longitude","formatted_address"
"FI-HCI-00034288","","","","",,"collector unknown","FI-HCI-00034288","/CP1_20240402_BATCH_0001/FI-HCI-00034288.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021694.jpg","Folder-FI-HCI-0021694","Multisheet",,,
"FI-HCI-00034289","","","Brézon.","",1834,"ex herb. I. et R. Florentini","FI-HCI-00034289","/CP1_20240402_BATCH_0001/FI-HCI-00034289.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021694.jpg","Folder-FI-HCI-0021694","",45.243232,21.5786016,"327211 brezon, romania"
"FI-HCI-00034290","cynapium","","Commune dans les terres cultivés.","",,"Ouessan*","FI-HCI-00034290","/CP1_20240402_BATCH_0001/FI-HCI-00034290.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021694.jpg","Folder-FI-HCI-0021694","",,,
"FI-HCI-00034291","cynapium","","Saxonicae: Nossen, au var Muldz*.","",1889,"Leonhardt","FI-HCI-00034291","/CP1_20240402_BATCH_0001/FI-HCI-00034291.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021695.jpg","Folder-FI-HCI-0021695","",51.058317,13.2948865,"01 nossen, germany"
"FI-HCI-00034292","cynapium","Germany","Braunschweig. Lichtenberge.","",1883,"E. Krummel","FI-HCI-00034292","/CP1_20240402_BATCH_0001/FI-HCI-00034292.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021695.jpg","Folder-FI-HCI-0021695","",52.2439418,10.4806873,"lichtenberger str., 38120 braunschweig-weststadt, germany"
"FI-HCI-00034293","cynapoides","Austria","Steiermark, Ennstal: ruderal nahe Schloß Trautenfels.","",1949,"Dr. Franz Höpflinger","FI-HCI-00034293","/CP1_20240402_BATCH_0001/FI-HCI-00034293.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021695.jpg","Folder-FI-HCI-0021695","",47.5185668,14.0814903,"trautenfels 1, 8951 pürgg, austria"
"FI-HCI-00034294","cynapioides","Austria","In nemoribus ad Baumgarten (Marchfeld) Austriae inf.","",1874,"Dr. Halacsy","FI-HCI-00034294","/CP1_20240402_BATCH_0001/FI-HCI-00034294.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021695.jpg","Folder-FI-HCI-0021695","",47.7380714,16.5013029,"baumgarten, austria"
"FI-HCI-00034295","cynapium","","Warnsdorf in Bohmen: Poshburg* bei Consdorf*.","",1923,"A.D. Wedir*","FI-HCI-00034295","/CP1_20240402_BATCH_0001/FI-HCI-00034295.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021695.jpg","Folder-FI-HCI-0021695","",49.7796266,6.3374009,"consdorf, luxembourg"
"FI-HCI-00034296","cynapium","","Mähren. Preran*: Aüwald n Krivá*.","",1933,"H. Laus*","FI-HCI-00034296","/CP1_20240402_BATCH_0001/FI-HCI-00034296.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021695.jpg","Folder-FI-HCI-0021695","",49.1950982,16.6067304,"moravia, 602 00 brno-brno-střed, czechia"
"FI-HCI-00034297","segetalis","","Austro-Hungarica. Moravia. In arvis inter segetes prope Wsetin.","",,"Bubela","FI-HCI-00034297","/CP1_20240402_BATCH_0001/FI-HCI-00034297.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021695.jpg","Folder-FI-HCI-0021695","",49.3389251,17.9938523,"755 01 vsetin-vsetín 1, czechia"
"FI-HCI-00034298","cynapium","Austria","Austriæ Inf. In nemoribus ad Weidling*.","",1877,"Dr. E. de Halácsy","FI-HCI-00034298","/CP1_20240402_BATCH_0001/FI-HCI-00034298.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021695.jpg","Folder-FI-HCI-0021695","",,,
"FI-HCI-00034299","cynapium","","Remant.*","",1899,"F. Castella","FI-HCI-00034299","/CP1_20240402_BATCH_0001/FI-HCI-00034299.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021695.jpg","Folder-FI-HCI-0021695","",,,
"FI-HCI-00034301","cynapium","","Koenigsberg: Aectier* am Saikheimer*.","",,"C. Baenitz","FI-HCI-00034301","/CP1_20240402_BATCH_0001/FI-HCI-00034301.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021695.jpg","Folder-FI-HCI-0021695","",,,
"FI-HCI-00034302","cynapium","Austria","In nemoribus ad Weidling, Austriae inf.","",,"Dr. E. de Halácsy","FI-HCI-00034302","/CP1_20240402_BATCH_0001/FI-HCI-00034302.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021695.jpg","Folder-FI-HCI-0021695","",47.516231,14.550072,"austria"
"FI-HCI-00034303","cynapium","","Baden-Baden.","",1912,"Stéphen Sommier","FI-HCI-00034303","/CP1_20240402_BATCH_0001/FI-HCI-00034303.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021695.jpg","Folder-FI-HCI-0021695","",48.76564,8.2285242,"baden-baden, germany"
"FI-HCI-00034304","cynapium","","Königsberg: In einem Garten des Steindamms.","",1873,"Dr. C. Baenitz","FI-HCI-00034304","/CP1_20240402_BATCH_0001/FI-HCI-00034304.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021695.jpg","Folder-FI-HCI-0021695","",,,
"FI-HCI-00034305","cynapium","","Thuringiaca. Weidler* b. Weimar.","",1870,"Professor C. Haussknecht","FI-HCI-00034305","/CP1_20240402_BATCH_0001/FI-HCI-00034305.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021695.jpg","Folder-FI-HCI-0021695","",50.9794934,11.3235439,"99 weimar, germany"
"FI-HCI-00034306","cynapium","","Suecica. Regio Scania Lund.","",1882,"G.E. Hyltén-Cavallius","FI-HCI-00034306","/CP1_20240402_BATCH_0001/FI-HCI-00034306.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021695.jpg","Folder-FI-HCI-0021695","",55.7046601,13.1910073,"lund, sweden"
"FI-HCI-00034307","cynapium","","Mähren. Olmuitz: in agris.","",1935,"H. Laus*","FI-HCI-00034307","/CP1_20240402_BATCH_0001/FI-HCI-00034307.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021696.jpg","Folder-FI-HCI-0021696","",,,
"FI-HCI-00034308","cynapium","","Koenigsberg: in Gärten des Steindamms.","",1872,"C. Baenitz","FI-HCI-00034308","/CP1_20240402_BATCH_0001/FI-HCI-00034308.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021696.jpg","Folder-FI-HCI-0021696","",,,
"FI-HCI-00034309","cynapium","","Königsberg: Aecker bei Liep.","",1873,"C. Baenitz","FI-HCI-00034309","/CP1_20240402_BATCH_0001/FI-HCI-00034309.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021696.jpg","Folder-FI-HCI-0021696","",,,
"FI-HCI-00034310","segetalis","","Berlin.","",1871,"v. Türckheim","FI-HCI-00034310","/CP1_20240402_BATCH_0001/FI-HCI-00034310.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021696.jpg","Folder-FI-HCI-0021696","",52.5200066,13.404954,"berlin, germany"
"FI-HCI-00034311","segetum*","","Gallica. Gleizé (Rhône).","",1873,"M. Gandoger","FI-HCI-00034311","/CP1_20240402_BATCH_0001/FI-HCI-00034311.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021696.jpg","Folder-FI-HCI-0021696","",45.988917,4.696849,"69400 gleizé, france"
"FI-HCI-00034312","cynapium","","Borne","",1858,"collector unknown","FI-HCI-00034312","/CP1_20240402_BATCH_0001/FI-HCI-00034312.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021696.jpg","Folder-FI-HCI-0021696","",,,
"FI-HCI-00034313","cynapium","","Austriæ Inf. In nemoribus ad Weidling.","",1877,"Dr. E. De Halácsy","FI-HCI-00034313","/CP1_20240402_BATCH_0001/FI-HCI-00034313.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021696.jpg","Folder-FI-HCI-0021696","",,,
"FI-HCI-00034314","cynapium","","In nemoribus ad Weidling, Austriae inf.","",,"Dr. E. De Halácsy","FI-HCI-00034314","/CP1_20240402_BATCH_0001/FI-HCI-00034314.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021696.jpg","Folder-FI-HCI-0021696","",47.516231,14.550072,"austria"
"FI-HCI-00034315","cynapium","","In nemoribus ad Weidling, Austriae inf.","",,"Dr. E. De Halácsy","FI-HCI-00034315","/CP1_20240402_BATCH_0001/FI-HCI-00034315.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021696.jpg","Folder-FI-HCI-0021696","",47.516231,14.550072,"austria"
"FI-HCI-00034316","cynapium","","Austro-Hungarica. Austria inferior. In dumetis agrio Vindobonensis.","200 m",,"Woloszczak","FI-HCI-00034316","/CP1_20240402_BATCH_0001/FI-HCI-00034316.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021696.jpg","Folder-FI-HCI-0021696","",48.108077,15.8049558,"lower austria, austria"
"FI-HCI-00034317","cynapium","Spain","San Juan de Plan (prov. Huesca), prairies de San Mamés.","1350 m",1981,"D. Gomez; G. Montserrat","FI-HCI-00034317","/CP1_20240402_BATCH_0001/FI-HCI-00034317.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021696.jpg","Folder-FI-HCI-0021696","",42.588729,0.345715,"22367 san juan de plan, huesca, spain"
"FI-HCI-00034318","","","","",,"","FI-HCI-00034318","/CP1_20240402_BATCH_0001/FI-HCI-00034318.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021696.jpg","Folder-FI-HCI-0021696","",,,
"FI-HCI-00034319","","","","",,"","FI-HCI-00034319","/CP1_20240402_BATCH_0001/FI-HCI-00034319.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021697.jpg","Folder-FI-HCI-0021697","",,,
"FI-HCI-00034320","","","","",,"","FI-HCI-00034320","/CP1_20240402_BATCH_0001/FI-HCI-00034320.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021697.jpg","Folder-FI-HCI-0021697","",,,
"FI-HCI-00034321","","","","",,"","FI-HCI-00034321","/CP1_20240402_BATCH_0001/FI-HCI-00034321.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021698.jpg","Folder-FI-HCI-0021698","",,,
"FI-HCI-00034322","","","","",,"","FI-HCI-00034322","/CP1_20240402_BATCH_0001/FI-HCI-00034322.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021698.jpg","Folder-FI-HCI-0021698","",,,
"FI-HCI-00034323","","","","",,"","FI-HCI-00034323","/CP1_20240402_BATCH_0001/FI-HCI-00034323.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021698.jpg","Folder-FI-HCI-0021698","",,,
"FI-HCI-00050445","Pachypleurum simplex","","V. Di Vizze V. di Mesules Alto Adige.","2000-2100",1852,"S. Zenari","FI-HCI-00050445","/CP1_20240402_BATCH_0001/FI-HCI-00050445.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021851.jpg","Folder-FI-HCI-0021851","",46.9677217,11.6021845,"39049 pfitsch, autonomous province of bolzano – south tyrol, italy"
"FI-HCI-00050446","Pachypleurum simplex Rchb","","Valle Aurina Valle Rossa: Giogo Lungo Alto Adige.","2650",1953,"S. Zenari","FI-HCI-00050446","/CP1_20240402_BATCH_0001/FI-HCI-00050446.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021851.jpg","Folder-FI-HCI-0021851","",47.039051,12.1908121,"nord -ost, 39030 casere bz, italy"
"FI-HCI-00050447","Pachypleurum simplex Rchb","","V. Di Vizze Cima Vallaccia: versante SE verso Passo del Lupo Alto Adige.","2500-2567",1951,"S. Zenari","FI-HCI-00050447","/CP1_20240402_BATCH_0001/FI-HCI-00050447.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021851.jpg","Folder-FI-HCI-0021851","",46.9677217,11.6021845,"39049 pfitsch, autonomous province of bolzano – south tyrol, italy"
"FI-HCI-00050448","Pachypleurum simplex Rchb","","V. Del Brennero Cima Vallaccia linea di cresta micascisti e calcescisti Alto Adige .","2350",1951,"S. Zenari","FI-HCI-00050448","/CP1_20240402_BATCH_0001/FI-HCI-00050448.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021851.jpg","Folder-FI-HCI-0021851","",46.0848933,11.1192934,"via del brennero, 38122 trento tn, italy"
"FI-HCI-00050449","Pachypleurum simplex","","Alto Adige, Val Gardena: Col &* Bodelle.","2485",1923,"A. Chiarugi","FI-HCI-00050449","/CP1_20240402_BATCH_0001/FI-HCI-00050449.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021851.jpg","Folder-FI-HCI-0021851","",46.5599178,11.7625326,"col, 39048 selva di val gardena bz, italy"
"FI-HCI-00050450","","","V. Di Vizze Colle della Chiave Spalla sett. di cima della Alto Adige.","2200-2250",1950,"S. Zenari","FI-HCI-00050450","/CP1_20240402_BATCH_0001/FI-HCI-00050450.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021851.jpg","Folder-FI-HCI-0021851","",46.9677217,11.6021845,"39049 pfitsch, autonomous province of bolzano – south tyrol, italy"
"FI-HCI-00050452","Pachypleurum simplex Rchb","","Trentino: Dolomiti Da Passo Sella al Rifugio Col Rodella (Bolzano).","2214-2486",1956,"A. Chiarugi | R. Corradi | R. Bavazzano","FI-HCI-00050452","/CP1_20240402_BATCH_0001/FI-HCI-00050452.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021851.jpg","Folder-FI-HCI-0021851","",46.509175,11.7582768,"sella pass, 39048 sëlva, autonomous province of bolzano – south tyrol, italy"
"FI-HCI-00050453","","","V. Del Brennero Cima di Vallaccia - rupi - Micascisti e quarziti Alto Adige.","2500-2550",1950,"S. Zenari","FI-HCI-00050453","/CP1_20240402_BATCH_0001/FI-HCI-00050453.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021851.jpg","Folder-FI-HCI-0021851","",46.0848933,11.1192934,"via del brennero, 38122 trento tn, italy"
"FI-HCI-00050455","Gaya Simplex","","In alpibuf* editoribuf* Girol*.","",1853,"Ambrosi","FI-HCI-00050455","/CP1_20240402_BATCH_0001/FI-HCI-00050455.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021851.jpg","Folder-FI-HCI-0021851","",,,
"FI-HCI-00050456","Pachypleurum simplex Rchb","","Venezia Tridentina- Dolomiti: fra Passa Pordoi e il Passo Fedaia. Pascolo roccioso presso il ""vial del Pan"".","2300",1952,"G. Moggi","FI-HCI-00050456","/CP1_20240402_BATCH_0001/FI-HCI-00050456.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021851.jpg","Folder-FI-HCI-0021851","",46.4336662,11.1693296,"trentino-south tyrol, italy"
"FI-HCI-00050457","Pachypleurum simplex Rchb","","Alto Adige, Val Gardena - Passo Sella.","",1932,"A. Chiarugi","FI-HCI-00050457","/CP1_20240402_BATCH_0001/FI-HCI-00050457.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021851.jpg","Folder-FI-HCI-0021851","",46.5597584,11.7049259,"val gardena, 39040 castelrotto bz, italy"
"FI-HCI-00050458","Pachypleurum simplex Rchb","","Alto Adige, Val Gardena - Forcella Rodella.","2300",1931,"A. Chiarugi","FI-HCI-00050458","/CP1_20240402_BATCH_0001/FI-HCI-00050458.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021851.jpg","Folder-FI-HCI-0021851","",46.5597584,11.7049259,"val gardena, 39040 castelrotto bz, italy"
"FI-HCI-00050459","Pachypleurum simplex Rchb","","Alto Adige - Val Gardena. Alpe Resciesa di fuori, nel Nardetum.","2100",1929,"A. Chiarugi","FI-HCI-00050459","/CP1_20240402_BATCH_0001/FI-HCI-00050459.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021851.jpg","Folder-FI-HCI-0021851","",46.5597584,11.7049259,"val gardena, 39040 castelrotto bz, italy"
"FI-HCI-00050460","Pachypleurum simplex Rchb","","Alto Adige, Val Gardena - Sulla via della Forcella Rodella.","",1929,"A. Chiarugi","FI-HCI-00050460","/CP1_20240402_BATCH_0001/FI-HCI-00050460.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021851.jpg","Folder-FI-HCI-0021851","",46.5597584,11.7049259,"val gardena, 39040 castelrotto bz, italy"
"FI-HCI-00050461","Pachypleurum simplex Rchb","","Alto Adige, Val Gardena : Passo & Jarvema*.","2121",1923,"A. Chiarugi","FI-HCI-00050461","/CP1_20240402_BATCH_0001/FI-HCI-00050461.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021851.jpg","Folder-FI-HCI-0021851","",46.5597584,11.7049259,"val gardena, 39040 castelrotto bz, italy"
"FI-HCI-00050462","Pachypleurum simplex Rchb","","Alto Adige, Val Gardena - Col Rodella Sasso Lungo.","",1932,"A. Chiarugi","FI-HCI-00050462","/CP1_20240402_BATCH_0001/FI-HCI-00050462.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021851.jpg","Folder-FI-HCI-0021851","",46.524722,11.735278,"langkofel, 39047 santa cristina gherdëina, autonomous province of bolzano – south tyrol, italy"
"FI-HCI-00050463","Pachypleurum simplex Rchb","","Alto Adige, Val Gardena - Dintorni di Passo di Sella.","",1930,"A. Chiarugi","FI-HCI-00050463","/CP1_20240402_BATCH_0001/FI-HCI-00050463.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021851.jpg","Folder-FI-HCI-0021851","",46.5597584,11.7049259,"val gardena, 39040 castelrotto bz, italy"
"FI-HCI-00050464","Pachypleurum simplex","","Alto Adige - Monte Ciamp.","",1930,"A. Chiarugi","FI-HCI-00050464","/CP1_20240402_BATCH_0001/FI-HCI-00050464.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021851.jpg","Folder-FI-HCI-0021851","",46.7340955,11.2888015,"autonomous province of bolzano – south tyrol, italy"
"FI-HCI-00050465","Pachypleurum simplex","","Bellunese Mcm* jueno Freich*.","",1919,"M. Minio","FI-HCI-00050465","/CP1_20240402_BATCH_0001/FI-HCI-00050465.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021852.jpg","Folder-FI-HCI-0021852","",46.1416375,12.2148261,"32100 belluno, province of belluno, italy"
"FI-HCI-00050466","Ligusticum mutellinoides*","","Prov. di Belluno - Forcella* di Pianizza*.","",1889,"Z. Zantain*","FI-HCI-00050466","/CP1_20240402_BATCH_0001/FI-HCI-00050466.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021852.jpg","Folder-FI-HCI-0021852","",46.1416375,12.2148261,"32100 belluno, province of belluno, italy"
"FI-HCI-00050468","Pachypleurum simplex","","Ajorivo : mati* joll* 'd papo* C. Reches*.","29/08/1919",,"P. Bolzou","FI-HCI-00050467","/CP1_20240402_BATCH_0001/FI-HCI-00050467.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021852.jpg","Folder-FI-HCI-0021852","",,,
"FI-HCI-00050469","Pachypleurum simplex","","Prato* unb* foll* il mejob ouplavaes*.","",1914,"P. Bolzou","FI-HCI-00050469","/CP1_20240402_BATCH_0001/FI-HCI-00050469.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021852.jpg","Folder-FI-HCI-0021852","",,,
"FI-HCI-00050472","","","Hayh* Ubafi* el Tapo* frayo*.","1800-2000",1910,"P. Bolzou","FI-HCI-00050470","/CP1_20240402_BATCH_0001/FI-HCI-00050470.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021852.jpg","Folder-FI-HCI-0021852","",,,
"FI-HCI-00050473","Pachypleurum simplex Rchb","","M. Mulaz pripo* la malga Forobon*.","2000-2400",1908,"P. Bolzou","FI-HCI-00050473","/CP1_20240402_BATCH_0001/FI-HCI-00050473.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021852.jpg","Folder-FI-HCI-0021852","",,,
"FI-HCI-00050474","Pachypleurum simplex Rchb","","Luoghi* esbofe* a fubfhote* calcasso fopra la malga fiocobore* luyo la falita del rifugio del mulaz*.","2000-2300",1909,"P. Bolzou*","FI-HCI-00050474","/CP1_20240402_BATCH_0001/FI-HCI-00050474.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021852.jpg","Folder-FI-HCI-0021852","",46.315569,11.8331578,"mulaz, 32020 falcade, province of belluno, italy"
"FI-HCI-00050475","Gaya simplex","","Schneeberg.","",1972,"C. Marchesetti","FI-HCI-00050475","/CP1_20240402_BATCH_0001/FI-HCI-00050475.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021853.jpg","Folder-FI-HCI-0021853","",50.5954901,12.6386475,"08 schneeberg, germany"
"FI-HCI-00050476","Ligusticum mutellinoides (Crantz) Vill.","Suisse","Orsières (canton du Valais), versant SW du Catogne.","2200-2400 m.",1979,"F. Jacquemoud","FI-HCI-00050476","/CP1_20240402_BATCH_0001/FI-HCI-00050476.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021854.jpg","Folder-FI-HCI-0021854","",46.05,7.1,"catogne, 1938 orsières, switzerland"
"FI-HCI-00050477","Ligusticum mutellinoides (Crantz) Vill.","Austria","Ischgl, Samnaun Gruppe Cresta del Lange Wand Elineti. Esp. N.","2500-2600 m.",1992,"B. Foggi","FI-HCI-00050477","/CP1_20240402_BATCH_0001/FI-HCI-00050477.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021854.jpg","Folder-FI-HCI-0021854","",47.0118452,10.2884195,"6561 ischgl, austria"
"FI-HCI-00050478","Gaya simplex Gaud.","","Ocuu* Garfirl-Inz* in Gsiuzwald*.","",1870,"Christener","FI-HCI-00050478","/CP1_20240402_BATCH_0001/FI-HCI-00050478.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021854.jpg","Folder-FI-HCI-0021854","",,,
"FI-HCI-00050479","Gaya simplex Gaud.","","Markspitze am Sonmonwendjir*.","",1887,"ex herb. U. Martelli","FI-HCI-00050479","/CP1_20240402_BATCH_0001/FI-HCI-00050479.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021854.jpg","Folder-FI-HCI-0021854","",,,
"FI-HCI-00050480","Gaya simplex Gaud.","","Carinthia sup. In pratis alp. montis Stern prope Rennweg.","2300 m.",1885,"Dar. a Jobornes*","FI-HCI-00050480","/CP1_20240402_BATCH_0001/FI-HCI-00050480.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021854.jpg","Folder-FI-HCI-0021854","",47.016642,13.614997,"9863 rennweg am katschberg, austria"
"FI-HCI-00050481","Gaya simplex Gaud.","","Lautaret (H.- Alpes): prairies devant I' Hospice.","",1891,"A. Pellat","FI-HCI-00050481","/CP1_20240402_BATCH_0001/FI-HCI-00050481.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021854.jpg","Folder-FI-HCI-0021854","",45.0358657,6.4051657,"col du lautaret, france"
"FI-HCI-00050482","Gaya simplex Gaud.","","Schlern.","2500 m.",1886,"Artzh*","FI-HCI-00050482","/CP1_20240402_BATCH_0001/FI-HCI-00050482.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021854.jpg","Folder-FI-HCI-0021854","",46.515,11.575556,"schlern, 39050 völs am schlern, autonomous province of bolzano – south tyrol, italy"
"FI-HCI-00050483","Gaya simplex","","Schicthorn.","",1859,"collector unknown","FI-HCI-00050483","/CP1_20240402_BATCH_0001/FI-HCI-00050483.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021854.jpg","Folder-FI-HCI-0021854","",46.5574809,7.8352793,"schilthorn, 3826 lauterbrunnen, switzerland"
"FI-HCI-00050484","Gaya simplex","","Tirolia centr. In montibus inter vallem Navis et Wattens.","",1876,"A. Kerner","FI-HCI-00050484","/CP1_20240402_BATCH_0001/FI-HCI-00050484.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021854.jpg","Folder-FI-HCI-0021854","",47.2947252,11.5899827,"wattens, austria"
"FI-HCI-00050485","Gaya simplex Gaud.","","Naat, Alpes de Bex.","",1869,"Christener ","FI-HCI-00050485","/CP1_20240402_BATCH_0001/FI-HCI-00050485.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021854.jpg","Folder-FI-HCI-0021854","",46.2499847,7.0142664,"bex, switzerland"
"FI-HCI-00050487","Pachypleurum simplex","Austro-Hungarica?","Tirolia centralis. In graminosis montis Muttenjoch inter vallem Gschnitz et Obernberg.","2000-2500 m.",,"Sarnthein","FI-HCI-00050487","/CP1_20240402_BATCH_0001/FI-HCI-00050487.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021854.jpg","Folder-FI-HCI-0021854","",47.0166667,11.3833333,"muttenjoch, 6157 obernberg am brenner, austria"
"FI-HCI-00050488","Gaya simplex Gaud.","Suisse","Grand St Bernard, Valais. Pentes gazonnées près de l'hospice.","2430 m.",1874,"collector unknown","FI-HCI-00050488","/CP1_20240402_BATCH_0001/FI-HCI-00050488.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021854.jpg","Folder-FI-HCI-0021854","",46.1904614,7.5449226,"valais, switzerland"
"FI-HCI-00050489","Gaya simplex Gaud. ","","Marhajize am Jonnen wem joch.*","",1885,"Woynar","FI-HCI-00050489","/CP1_20240402_BATCH_0001/FI-HCI-00050489.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021854.jpg","Folder-FI-HCI-0021854","",,,
"FI-HCI-00050490","Gaya simplex Gaud.","","Markspitze am Sonnwendjoch.","",1885,"Woynar","FI-HCI-00050490","/CP1_20240402_BATCH_0001/FI-HCI-00050490.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021854.jpg","Folder-FI-HCI-0021854","",,,
"FI-HCI-00050491","Gaya simplex Gaud.","Suisse","Grand St Bernard, Valais. Pentes gazonnées près de l'hospice.","2430 m.",1874,"collector unknown","FI-HCI-00050491","/CP1_20240402_BATCH_0001/FI-HCI-00050491.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021854.jpg","Folder-FI-HCI-0021854","",46.1904614,7.5449226,"valais, switzerland"
